SUBDIVISION,YEAR,KHARIF,AUTUMN,SUMMER,RABI,WINTER,WHOLE YEAR
jharkhand,2001,257.875,62.125,245.56666666666666,8.35,1.9666666666666666,104.54166666666667
jharkhand,2002,225.625,77.625,136.8,6.45,5.066666666666666,86.24166666666666
jharkhand,2003,217.25,123.275,140.46666666666667,16.483333333333334,13.733333333333334,103.74166666666666
jharkhand,2004,230.9,85.325,138.73333333333332,9.0,3.2666666666666666,94.73333333333333
jharkhand,2005,194.89999999999998,58.0,149.03333333333333,12.383333333333333,15.233333333333334,80.04166666666666
jharkhand,2006,320.325,82.675,250.93333333333334,7.666666666666666,0.16666666666666666,121.60833333333333
jharkhand,2007,308.525,92.975,204.63333333333333,17.583333333333332,16.7,119.775
jharkhand,2008,301.9,46.975,262.3666666666667,6.816666666666666,7.666666666666666,110.45
jharkhand,2009,206.525,83.875,135.8,1.65,1.0333333333333334,83.025
jharkhand,2010,144.6,60.075,97.33333333333333,5.733333333333333,7.5,58.09166666666666
jharkhand,2011,314.65,87.0,195.26666666666668,6.283333333333333,1.9666666666666666,114.55
jharkhand,2012,227.075,77.89999999999999,138.29999999999998,18.7,17.5,88.74166666666666
jharkhand,2013,211.125,113.72500000000001,159.2,7.15,6.333333333333333,104.45833333333334
jharkhand,2014,232.52499999999998,56.074999999999996,186.4,13.9,19.533333333333335,96.38333333333333
jharkhand,2015,234.7,27.674999999999997,212.83333333333334,15.8,5.833333333333333,90.15
kerala,1997,585.725,241.975,549.4333333333334,81.18333333333334,30.666666666666668,271.0416666666667
kerala,1998,565.825,294.2,508.5,48.61666666666667,29.166666666666668,262.6166666666667
kerala,1999,415.5,182.225,586.9666666666667,38.6,10.166666666666668,242.89166666666665
kerala,2000,434.825,139.3,367.16666666666663,55.75,46.199999999999996,201.04166666666666
kerala,2001,472.975,181.875,517.4666666666667,80.15,18.3,244.25
kerala,2002,339.75,187.575,384.2,51.0,5.166666666666666,208.95833333333334
kerala,2003,385.65000000000003,146.675,396.56666666666666,59.03333333333333,20.433333333333334,199.56666666666666
kerala,2004,417.375,159.20000000000002,556.5666666666666,47.5,4.4,240.5
kerala,2005,539.4,223.875,528.9000000000001,83.11666666666667,27.733333333333334,252.60000000000002
kerala,2006,548.45,253.95,602.5333333333333,54.86666666666667,3.466666666666667,285.05
kerala,2007,672.125,245.8,621.6333333333333,41.86666666666667,6.0,290.8
kerala,2008,417.75,190.7,352.06666666666666,71.51666666666667,16.033333333333335,210.39166666666665
kerala,2009,489.725,212.575,518.2333333333333,75.83333333333333,16.333333333333336,234.225
kerala,2010,482.025,274.725,495.7,95.30000000000001,22.133333333333333,260.9916666666667
kerala,2011,552.3,209.39999999999998,483.16666666666663,79.11666666666666,38.56666666666667,252.94166666666666
kerala,2012,383.90000000000003,137.725,296.06666666666666,55.46666666666667,9.266666666666667,179.26666666666668
kerala,2013,640.3000000000001,187.6,664.0666666666667,52.516666666666666,20.333333333333332,271.2916666666667
kerala,2014,541.225,200.25,461.06666666666666,45.86666666666667,20.700000000000003,253.88333333333333
kerala,2015,378.675,226.0,390.4666666666667,96.01666666666667,29.433333333333334,216.725
konkan and goa,1997,723.3249999999999,85.925,610.2333333333333,18.650000000000002,20.733333333333334,252.26666666666665
konkan and goa,1998,725.125,221.54999999999998,530.0333333333333,7.3999999999999995,0.03333333333333333,269.55
konkan and goa,1999,666.15,119.375,716.9666666666667,0.11666666666666665,0.0,242.67499999999998
konkan and goa,2000,710.3000000000001,52.875,710.0333333333333,1.6500000000000001,2.466666666666667,261.1
konkan and goa,2001,558.175,75.65,491.03333333333336,1.9166666666666665,1.8666666666666665,199.61666666666667
konkan and goa,2002,611.6,73.925,468.06666666666666,1.0333333333333332,0.09999999999999999,211.44166666666666
konkan and goa,2003,692.9,88.75,630.1333333333333,0.8333333333333333,0.36666666666666664,236.85
konkan and goa,2004,721.425,84.10000000000001,542.6,3.433333333333333,0.0,248.84166666666667
konkan and goa,2005,880.5250000000001,188.85,693.6333333333333,1.2333333333333334,0.5,301.31666666666666
konkan and goa,2006,758.9,156.2,653.7,5.4,0.0,290.18333333333334
konkan and goa,2007,842.45,167.675,604.6666666666666,3.25,0.03333333333333333,289.025
konkan and goa,2008,737.35,152.95000000000002,525.4,5.866666666666666,0.8333333333333333,254.41666666666669
konkan and goa,2009,570.55,203.975,535.8000000000001,20.233333333333334,0.0,226.38333333333333
konkan and goa,2010,866.8499999999999,207.39999999999998,698.1,18.71666666666667,1.3666666666666667,314.84166666666664
konkan and goa,2011,924.3249999999999,147.925,747.4,1.0833333333333333,0.0,318.76666666666665
konkan and goa,2012,709.825,173.17499999999998,520.8666666666667,0.4833333333333333,0.0,251.53333333333333
konkan and goa,2013,836.275,123.4,841.7666666666667,1.8333333333333335,2.9000000000000004,293.65833333333336
konkan and goa,2014,652.225,134.475,517.5666666666667,4.8,6.1,229.80833333333334
konkan and goa,2015,477.175,89.9,433.93333333333334,11.733333333333333,0.9,173.48333333333335
lakshadweep,1997,281.85,169.5,276.3,60.25,40.666666666666664,147.05833333333334
lakshadweep,1998,310.55,214.275,279.6666666666667,81.95,101.83333333333333,165.575
lakshadweep,1999,236.55,119.65,385.23333333333335,31.566666666666666,33.1,154.775
lakshadweep,2000,201.325,93.3,175.16666666666666,36.8,37.733333333333334,114.34166666666667
lakshadweep,2001,210.15,109.2,223.36666666666667,41.25,13.8,115.05
lakshadweep,2002,134.25,74.625,177.63333333333333,21.416666666666668,15.0,86.125
lakshadweep,2003,235.375,122.375,291.56666666666666,48.36666666666667,12.5,127.74166666666666
lakshadweep,2004,225.375,125.8,287.4,21.349999999999998,3.6333333333333333,129.43333333333334
lakshadweep,2005,251.95,171.775,240.06666666666666,51.766666666666666,18.433333333333334,131.28333333333333
lakshadweep,2006,232.1,151.85,262.3666666666667,37.2,10.333333333333334,133.21666666666667
lakshadweep,2007,438.25,217.70000000000002,389.0,31.05,38.766666666666666,196.79999999999998
lakshadweep,2008,233.5,139.875,266.3,59.916666666666664,51.8,143.9
lakshadweep,2009,249.42499999999998,132.75,276.56666666666666,53.81666666666667,46.16666666666667,130.84166666666667
lakshadweep,2010,288.05,149.975,244.86666666666665,56.43333333333334,33.43333333333334,143.76666666666668
lakshadweep,2011,253.25,142.95,203.66666666666666,49.35,7.6,127.80833333333334
lakshadweep,2012,279.875,86.72500000000001,193.23333333333332,19.816666666666666,9.366666666666667,117.125
lakshadweep,2013,264.25,89.39999999999999,270.3,34.699999999999996,29.099999999999998,118.85833333333333
lakshadweep,2014,239.625,105.675,139.2,34.983333333333334,43.86666666666667,116.25
lakshadweep,2015,215.22500000000002,178.95,229.06666666666666,80.58333333333333,53.9,136.90833333333333
madhya maharashtra,1997,201.825,64.45,142.2,21.566666666666666,14.3,83.40833333333333
madhya maharashtra,1998,223.7,110.45,143.20000000000002,4.233333333333333,0.06666666666666667,91.75833333333334
madhya maharashtra,1999,185.55,86.65,175.66666666666669,1.1333333333333333,2.2333333333333334,80.48333333333333
madhya maharashtra,2000,154.575,37.075,130.06666666666666,1.3666666666666667,1.2000000000000002,58.45833333333333
madhya maharashtra,2001,158.85000000000002,67.25,115.2,2.6,1.6333333333333335,65.40833333333333
madhya maharashtra,2002,166.2,34.5,120.63333333333334,4.116666666666667,1.6,61.68333333333333
madhya maharashtra,2003,178.525,37.325,144.86666666666667,2.3000000000000003,1.0333333333333334,64.375
madhya maharashtra,2004,231.35,57.849999999999994,146.36666666666667,2.1666666666666665,0.1,85.79166666666667
madhya maharashtra,2005,283.55,84.77499999999999,203.16666666666666,2.783333333333333,1.3333333333333335,101.78333333333333
madhya maharashtra,2006,315.1,75.65,221.33333333333331,5.466666666666667,0.0,116.3
madhya maharashtra,2007,255.95,49.125,188.63333333333333,1.2833333333333334,0.5666666666666667,86.7
madhya maharashtra,2008,208.95,93.39999999999999,88.96666666666667,3.8833333333333337,0.3,76.4
madhya maharashtra,2009,177.375,96.1,135.46666666666667,21.416666666666668,2.0,78.49166666666666
madhya maharashtra,2010,216.325,79.075,157.29999999999998,13.3,1.0666666666666667,85.63333333333333
madhya maharashtra,2011,195.3,52.8,132.53333333333333,0.9333333333333333,0.09999999999999999,71.04166666666667
madhya maharashtra,2012,147.05,56.725,90.76666666666667,0.8666666666666667,0.0,57.5
madhya maharashtra,2013,220.375,68.35000000000001,176.73333333333335,2.8666666666666667,2.2333333333333334,80.20833333333333
madhya maharashtra,2014,170.65,51.2,117.23333333333332,14.516666666666666,7.466666666666667,69.83333333333333
madhya maharashtra,2015,125.625,52.8,104.36666666666667,11.55,0.7666666666666666,53.708333333333336
matathwada,1997,122.825,105.775,71.6,30.716666666666665,21.03333333333333,65.86666666666666
matathwada,1998,232.65,104.42500000000001,151.2,6.183333333333334,0.13333333333333333,93.89166666666667
matathwada,1999,155.9,83.825,97.56666666666666,1.0166666666666666,2.0,63.958333333333336
matathwada,2000,157.475,19.5,120.63333333333334,1.25,1.9666666666666666,57.04166666666667
matathwada,2001,136.175,63.7,68.7,2.75,1.7666666666666666,61.03333333333333
matathwada,2002,161.5,43.4,102.83333333333334,3.533333333333333,3.1999999999999997,60.175000000000004
matathwada,2003,163.275,30.875,134.0,2.716666666666667,1.4000000000000001,60.0
matathwada,2004,138.475,65.625,110.69999999999999,6.033333333333333,0.5333333333333333,56.55
matathwada,2005,202.7,78.5,158.43333333333334,4.516666666666667,4.633333333333333,78.375
matathwada,2006,190.4,65.425,92.53333333333333,6.1499999999999995,0.0,72.74166666666667
matathwada,2007,173.85,62.275,106.16666666666667,1.3833333333333333,0.0,59.55
matathwada,2008,147.95000000000002,75.5,58.333333333333336,3.15,0.1,53.858333333333334
matathwada,2009,132.45,72.65,69.76666666666667,12.183333333333334,2.8000000000000003,55.74166666666667
matathwada,2010,224.475,62.95,151.26666666666668,8.583333333333332,3.3666666666666667,84.30833333333334
matathwada,2011,156.95,28.7,104.13333333333333,1.3333333333333333,1.2666666666666666,55.30833333333333
matathwada,2012,113.675,47.275,78.53333333333333,0.15,0.0,43.891666666666666
matathwada,2013,186.325,67.225,153.56666666666666,6.983333333333333,8.0,73.99166666666666
matathwada,2014,99.7,30.474999999999998,47.46666666666667,21.483333333333334,6.033333333333333,45.74166666666667
matathwada,2015,103.05,44.650000000000006,52.666666666666664,14.683333333333334,3.9,44.34166666666667
naga mani mizo tripura,1997,392.0,117.325,395.8333333333333,56.75,25.433333333333334,184.34166666666667
naga mani mizo tripura,1998,341.95000000000005,91.75,376.8,67.91666666666667,20.0,185.45000000000002
naga mani mizo tripura,1999,377.725,150.25,392.8666666666667,16.133333333333333,6.833333333333334,186.075
naga mani mizo tripura,2000,339.475,127.2,332.73333333333335,69.53333333333333,16.566666666666666,196.99166666666667
naga mani mizo tripura,2001,333.15,150.25,371.4666666666667,39.4,16.2,179.1
naga mani mizo tripura,2002,349.475,100.625,417.5,51.150000000000006,9.5,186.86666666666667
naga mani mizo tripura,2003,355.84999999999997,127.37499999999999,372.96666666666664,49.7,18.733333333333334,180.19166666666666
naga mani mizo tripura,2004,410.775,122.64999999999999,406.26666666666665,61.15,2.6666666666666665,196.14166666666668
naga mani mizo tripura,2005,285.3,128.25,250.26666666666668,44.03333333333333,10.633333333333333,153.05833333333334
naga mani mizo tripura,2006,313.325,84.55,387.6,24.383333333333333,5.566666666666666,156.01666666666668
naga mani mizo tripura,2007,419.175,174.95000000000002,384.3333333333333,67.4,24.233333333333334,211.525
naga mani mizo tripura,2008,310.75,94.94999999999999,287.1666666666667,25.816666666666666,15.233333333333333,145.74166666666667
naga mani mizo tripura,2009,304.975,113.95,259.06666666666666,25.016666666666666,1.1333333333333333,144.80833333333334
naga mani mizo tripura,2010,370.525,143.175,357.7,49.81666666666666,14.133333333333333,191.26666666666668
naga mani mizo tripura,2011,328.35,88.375,340.8,25.216666666666665,5.466666666666667,157.68333333333334
naga mani mizo tripura,2012,316.925,110.5,279.93333333333334,55.15,11.7,160.25
naga mani mizo tripura,2013,248.8,92.125,270.46666666666664,14.566666666666666,2.3666666666666667,129.75833333333333
naga mani mizo tripura,2014,309.3,93.475,252.16666666666666,16.766666666666666,7.433333333333334,133.325
naga mani mizo tripura,2015,321.9,97.125,298.6,52.93333333333333,12.866666666666667,160.18333333333334
north interior karnataka,1997,213.20000000000002,65.15,167.76666666666668,23.349999999999998,12.7,91.30833333333334
north interior karnataka,1998,156.675,102.45,93.63333333333334,3.4166666666666665,0.03333333333333333,71.05
north interior karnataka,1999,102.675,62.675000000000004,104.23333333333333,1.3666666666666667,1.1333333333333333,55.06666666666667
north interior karnataka,2000,133.4,63.2,94.53333333333333,2.466666666666667,1.1666666666666667,59.375
north interior karnataka,2001,104.725,82.125,45.43333333333334,4.7,1.1666666666666667,49.825
north interior karnataka,2002,83.325,45.5,67.83333333333334,5.016666666666667,3.9,44.2
north interior karnataka,2003,82.4,40.699999999999996,54.93333333333334,8.049999999999999,1.3333333333333335,39.458333333333336
north interior karnataka,2004,111.3,50.175,103.86666666666666,6.883333333333333,1.8333333333333335,53.49166666666667
north interior karnataka,2005,150.275,66.77499999999999,117.53333333333333,11.616666666666667,2.2333333333333334,67.3
north interior karnataka,2006,117.5,52.35,107.7,9.65,0.0,54.208333333333336
north interior karnataka,2007,170.375,67.15,123.86666666666667,12.65,9.233333333333333,69.73333333333333
north interior karnataka,2008,113.1,60.425,60.46666666666666,29.45,4.966666666666667,59.36666666666667
north interior karnataka,2009,149.475,110.1,103.33333333333334,13.966666666666667,4.733333333333333,76.11666666666666
north interior karnataka,2010,157.575,68.6,114.36666666666666,16.866666666666667,4.433333333333334,71.09166666666667
north interior karnataka,2011,118.275,37.025,99.63333333333334,10.3,2.566666666666667,54.59166666666667
north interior karnataka,2012,89.8,53.45,64.66666666666667,19.983333333333334,12.533333333333333,48.65
north interior karnataka,2013,133.75,76.575,102.5,6.666666666666666,2.4666666666666663,60.28333333333333
north interior karnataka,2014,120.65,52.4,93.4,16.8,6.733333333333333,63.05833333333333
north interior karnataka,2015,89.325,54.85,57.8,14.683333333333334,1.3666666666666667,45.99166666666667
orissa,1997,303.875,89.45,178.0,36.516666666666666,27.333333333333332,125.38333333333333
orissa,1998,233.70000000000002,122.675,169.13333333333335,38.233333333333334,19.933333333333334,113.10000000000001
orissa,1999,271.34999999999997,123.925,219.3,3.1333333333333333,0.26666666666666666,123.7
orissa,2000,234.4,46.575,193.56666666666666,9.716666666666667,11.433333333333332,91.43333333333334
orissa,2001,358.3,59.375,330.43333333333334,13.583333333333332,0.6,139.375
orissa,2002,232.575,65.35,140.03333333333333,9.65,3.9666666666666663,91.9
orissa,2003,308.95,147.875,189.66666666666666,17.066666666666666,15.033333333333333,137.35
orissa,2004,259.725,74.875,191.36666666666667,12.033333333333333,4.933333333333334,107.53333333333333
orissa,2005,288.375,142.3,218.20000000000002,16.35,13.5,125.28333333333333
orissa,2006,377.2,75.52499999999999,244.93333333333334,12.683333333333334,0.06666666666666667,143.075
orissa,2007,357.1,120.525,222.96666666666667,12.7,11.066666666666666,136.15
orissa,2008,348.3,94.95,229.1,14.383333333333333,12.633333333333333,128.25
orissa,2009,280.675,73.925,247.16666666666666,5.6000000000000005,0.8333333333333333,110.85833333333333
orissa,2010,242.5,110.45,181.43333333333334,16.033333333333335,15.733333333333334,107.68333333333334
orissa,2011,291.75,104.85,161.76666666666665,13.916666666666668,6.766666666666667,112.19166666666666
orissa,2012,288.325,95.9,171.73333333333335,27.549999999999997,19.166666666666664,117.15833333333333
orissa,2013,278.9,150.075,236.76666666666668,11.333333333333334,3.6999999999999997,136.025
orissa,2014,313.95,99.0,233.43333333333334,9.583333333333334,6.166666666666667,128.08333333333334
orissa,2015,258.6,70.875,188.66666666666666,19.716666666666665,11.333333333333332,100.83333333333333
punjab,1997,121.3,33.55,76.6,22.583333333333332,20.666666666666668,57.50833333333333
punjab,1998,108.14999999999999,47.4,68.56666666666666,17.233333333333334,19.599999999999998,49.05
punjab,1999,71.975,7.875,65.93333333333334,8.933333333333334,16.4,30.383333333333333
punjab,2000,81.72500000000001,11.225,76.73333333333333,10.516666666666667,18.066666666666666,33.775
punjab,2001,89.275,6.5249999999999995,101.53333333333333,7.583333333333333,4.633333333333333,36.75
punjab,2002,57.125,25.325,31.966666666666665,3.8,4.233333333333333,22.891666666666666
punjab,2003,81.075,14.850000000000001,60.43333333333333,16.099999999999998,24.0,35.4
punjab,2004,58.5,11.475,42.7,9.9,14.366666666666667,29.316666666666666
punjab,2005,103.325,26.775000000000002,72.16666666666666,22.183333333333334,32.03333333333333,46.0
punjab,2006,126.2,41.35,108.46666666666667,14.366666666666667,8.466666666666667,53.975
punjab,2007,112.15,21.45,55.13333333333333,23.283333333333335,26.866666666666667,49.56666666666667
punjab,2008,157.35,17.8,99.33333333333334,6.216666666666667,5.666666666666667,59.766666666666666
punjab,2009,75.025,15.450000000000001,58.06666666666666,8.566666666666666,8.066666666666666,30.091666666666665
punjab,2010,98.775,35.75,63.86666666666667,7.616666666666666,14.0,37.625
punjab,2011,154.375,35.949999999999996,100.9,11.450000000000001,13.9,58.75833333333333
punjab,2012,94.875,31.474999999999998,44.56666666666667,18.366666666666667,25.6,41.125
punjab,2013,119.925,13.325,80.6,14.516666666666667,22.0,48.88333333333333
punjab,2014,61.15,31.65,39.233333333333334,18.583333333333332,18.666666666666668,31.90833333333333
punjab,2015,84.07499999999999,19.925,65.06666666666666,24.8,16.566666666666666,42.56666666666666
rayalseema,1997,100.65,133.825,50.233333333333334,48.75,32.233333333333334,69.59166666666667
rayalseema,1998,136.5,133.65,69.43333333333334,37.71666666666667,16.0,78.99166666666666
rayalseema,1999,67.225,61.325,59.0,16.55,5.966666666666667,44.766666666666666
rayalseema,2000,132.95,78.0,87.06666666666666,21.833333333333336,23.666666666666668,72.60833333333333
rayalseema,2001,96.35,156.95,39.53333333333333,27.033333333333335,15.266666666666667,77.05
rayalseema,2002,70.425,75.7,62.9,18.516666666666666,13.9,51.275
rayalseema,2003,120.525,80.425,81.63333333333334,10.616666666666667,3.6333333333333333,60.45
rayalseema,2004,84.875,85.925,104.13333333333333,21.349999999999998,4.833333333333333,61.80833333333333
rayalseema,2005,104.64999999999999,164.725,77.6,49.1,32.2,88.86666666666666
rayalseema,2006,86.425,82.925,63.9,23.549999999999997,6.733333333333333,53.175
rayalseema,2007,166.225,120.0,102.36666666666666,20.616666666666667,27.433333333333334,81.71666666666667
rayalseema,2008,84.925,111.425,51.733333333333334,48.35,10.333333333333334,66.49166666666667
rayalseema,2009,96.60000000000001,99.025,49.833333333333336,30.866666666666667,11.966666666666667,57.358333333333334
rayalseema,2010,143.45,107.025,120.43333333333334,40.15,17.400000000000002,80.29166666666667
rayalseema,2011,102.05,80.175,68.8,31.583333333333336,16.0,61.516666666666666
rayalseema,2012,94.05,82.925,75.16666666666666,31.066666666666666,21.53333333333333,59.59166666666667
rayalseema,2013,110.75,93.425,69.46666666666667,18.566666666666666,11.5,63.55
rayalseema,2014,82.875,59.15,60.56666666666667,11.516666666666666,4.566666666666667,45.99166666666667
rayalseema,2015,94.0,169.75,51.93333333333334,87.45,18.033333333333335,87.25833333333334
saurashtra and kutch,1997,148.4,43.15,110.06666666666668,0.2833333333333333,0.26666666666666666,50.016666666666666
saurashtra and kutch,1998,103.8,53.425,86.23333333333333,0.26666666666666666,0.0,47.233333333333334
saurashtra and kutch,1999,36.05,29.200000000000003,78.26666666666667,1.9666666666666668,3.9333333333333336,31.733333333333334
saurashtra and kutch,2000,70.2,1.7,77.66666666666666,0.016666666666666666,0.03333333333333333,23.833333333333332
saurashtra and kutch,2001,125.375,7.050000000000001,121.63333333333334,0.03333333333333333,0.0,42.516666666666666
saurashtra and kutch,2002,76.75,4.025,58.13333333333333,0.13333333333333333,0.19999999999999998,25.666666666666668
saurashtra and kutch,2003,170.7,6.175,156.8,0.06666666666666667,0.13333333333333333,57.18333333333333
saurashtra and kutch,2004,112.2,13.95,66.2,0.03333333333333333,0.06666666666666667,40.19166666666666
saurashtra and kutch,2005,157.35,58.699999999999996,109.36666666666666,0.03333333333333333,0.0,52.625
saurashtra and kutch,2006,174.4,17.625,146.53333333333333,0.4666666666666667,0.19999999999999998,58.483333333333334
saurashtra and kutch,2007,221.42499999999998,39.975,107.83333333333333,0.5333333333333333,0.6333333333333333,74.23333333333333
saurashtra and kutch,2008,148.25,61.425,82.10000000000001,1.5166666666666666,2.6333333333333333,50.65833333333333
saurashtra and kutch,2009,148.0,3.4000000000000004,159.06666666666666,0.25,0.0,49.733333333333334
saurashtra and kutch,2010,260.95,65.875,155.0,10.733333333333333,0.03333333333333333,93.325
saurashtra and kutch,2011,184.92499999999998,52.85,79.56666666666666,0.25,0.4666666666666666,61.86666666666666
saurashtra and kutch,2012,80.025,57.975,19.066666666666666,0.2,0.3333333333333333,26.983333333333334
saurashtra and kutch,2013,160.6,72.2,99.66666666666666,1.75,0.6333333333333333,56.8
saurashtra and kutch,2014,93.25,26.775000000000002,52.36666666666666,0.6,0.09999999999999999,31.991666666666667
saurashtra and kutch,2015,107.45,20.875,113.36666666666666,1.2833333333333334,0.3,36.8
south interior karnataka,1997,196.45,100.05,158.63333333333333,35.766666666666666,12.866666666666667,98.34166666666667
south interior karnataka,1998,203.825,97.85000000000001,160.33333333333331,16.96666666666667,3.9,92.75
south interior karnataka,1999,166.47500000000002,103.05,183.43333333333334,13.450000000000001,2.7333333333333334,95.80833333333334
south interior karnataka,2000,213.025,103.975,142.43333333333334,14.95,9.666666666666666,100.60833333333333
south interior karnataka,2001,159.325,88.675,108.6,22.666666666666664,1.2333333333333334,77.2
south interior karnataka,2002,113.625,65.675,100.56666666666666,9.283333333333333,4.666666666666667,62.983333333333334
south interior karnataka,2003,121.2,64.85,96.76666666666667,12.65,2.6333333333333333,63.55833333333333
south interior karnataka,2004,179.225,63.35,189.5,22.483333333333334,10.766666666666667,94.45833333333333
south interior karnataka,2005,212.725,112.22500000000001,182.3,25.316666666666666,5.466666666666667,109.94166666666666
south interior karnataka,2006,173.825,64.925,179.16666666666666,24.400000000000002,0.4666666666666667,85.875
south interior karnataka,2007,231.975,95.95,186.86666666666667,12.316666666666666,5.0,102.58333333333333
south interior karnataka,2008,191.10000000000002,74.0,139.83333333333334,32.13333333333333,8.9,95.05
south interior karnataka,2009,206.85,106.175,175.86666666666667,21.916666666666668,7.699999999999999,96.53333333333333
south interior karnataka,2010,185.75,116.57499999999999,153.03333333333333,45.38333333333333,4.033333333333333,103.31666666666666
south interior karnataka,2011,172.55,79.42500000000001,154.33333333333334,28.133333333333333,6.5,90.60833333333333
south interior karnataka,2012,140.9,63.05,90.69999999999999,34.333333333333336,5.433333333333334,73.16666666666667
south interior karnataka,2013,206.77499999999998,80.7,193.06666666666666,14.033333333333333,4.333333333333333,92.55
south interior karnataka,2014,198.65,88.35,169.63333333333333,17.683333333333334,7.166666666666666,98.675
south interior karnataka,2015,157.95,103.27499999999999,152.0,41.55,2.1,92.70833333333333
sub himalayan west bengal and sikkim,1997,506.075,139.5,422.76666666666665,53.15,35.56666666666666,212.61666666666667
sub himalayan west bengal and sikkim,1998,711.725,175.79999999999998,587.2666666666667,57.5,17.566666666666666,304.6
sub himalayan west bengal and sikkim,1999,634.475,166.32500000000002,572.5333333333333,34.0,6.466666666666667,276.94166666666666
sub himalayan west bengal and sikkim,2000,546.95,143.125,516.8,51.81666666666667,16.033333333333335,242.34166666666667
sub himalayan west bengal and sikkim,2001,432.65,190.05,406.1333333333333,42.0,10.133333333333333,217.71666666666667
sub himalayan west bengal and sikkim,2002,474.3,108.825,444.06666666666666,65.38333333333333,16.96666666666667,212.24166666666667
sub himalayan west bengal and sikkim,2003,473.75,145.0,477.1,65.55,38.46666666666667,226.91666666666666
sub himalayan west bengal and sikkim,2004,495.025,151.625,505.5,41.46666666666667,11.933333333333334,226.23333333333332
sub himalayan west bengal and sikkim,2005,486.3,127.575,468.26666666666665,56.233333333333334,13.666666666666666,233.975
sub himalayan west bengal and sikkim,2006,417.05,150.85,395.6333333333333,34.166666666666664,8.533333333333333,188.50833333333333
sub himalayan west bengal and sikkim,2007,510.6,137.225,462.16666666666663,50.28333333333333,28.73333333333333,219.89166666666665
sub himalayan west bengal and sikkim,2008,529.3,105.25,451.8666666666667,50.550000000000004,21.6,224.15
sub himalayan west bengal and sikkim,2009,387.425,106.1,371.8,38.53333333333333,17.299999999999997,193.725
sub himalayan west bengal and sikkim,2010,480.225,96.10000000000001,495.8,48.25,9.133333333333333,217.70833333333334
sub himalayan west bengal and sikkim,2011,464.675,108.5,426.6333333333333,44.266666666666666,10.899999999999999,201.56666666666666
sub himalayan west bengal and sikkim,2012,514.025,143.5,497.03333333333336,42.400000000000006,12.200000000000001,219.35833333333335
sub himalayan west bengal and sikkim,2013,429.4,131.65,429.93333333333334,32.03333333333333,9.766666666666667,200.50833333333333
sub himalayan west bengal and sikkim,2014,465.65,102.6,412.1333333333334,20.016666666666666,9.733333333333334,193.54166666666666
sub himalayan west bengal and sikkim,2015,470.75,110.32499999999999,402.03333333333336,46.21666666666667,13.233333333333333,209.875
tamil nadu,1997,71.575,169.7,54.36666666666667,74.25,47.699999999999996,79.20833333333333
tamil nadu,1998,104.9,171.475,66.9,79.95,70.0,89.98333333333333
tamil nadu,1999,62.4,144.6,58.733333333333334,54.93333333333334,28.666666666666668,76.88333333333333
tamil nadu,2000,100.975,131.9,50.9,65.55,64.56666666666666,81.01666666666667
tamil nadu,2001,37.4,50.8,40.7,36.56666666666666,20.1,40.291666666666664
tamil nadu,2002,23.55,46.325,22.7,16.25,12.4,26.5
tamil nadu,2003,34.15,44.675,27.0,17.683333333333334,3.833333333333333,29.041666666666668
tamil nadu,2004,103.3,177.22500000000002,73.63333333333333,42.03333333333333,9.5,86.46666666666667
tamil nadu,2005,83.7,225.075,68.06666666666666,111.58333333333333,54.56666666666666,113.78333333333333
tamil nadu,2006,70.125,149.475,52.0,56.95,13.866666666666667,77.31666666666666
tamil nadu,2007,99.925,159.275,73.0,62.266666666666666,78.2,88.925
tamil nadu,2008,80.35,165.5,59.3,97.6,30.3,100.28333333333333
tamil nadu,2009,70.10000000000001,149.35,47.96666666666667,85.2,38.03333333333333,77.375
tamil nadu,2010,91.35,178.075,81.10000000000001,81.65,45.5,91.275
tamil nadu,2011,76.6,136.975,44.96666666666667,64.41666666666667,18.833333333333332,77.225
tamil nadu,2012,64.875,94.65,39.5,16.6,5.7,53.016666666666666
tamil nadu,2013,80.375,101.725,46.43333333333334,41.766666666666666,29.333333333333332,61.833333333333336
tamil nadu,2014,78.75,131.975,79.16666666666666,34.45,26.5,76.08333333333333
tamil nadu,2015,71.475,190.9,72.76666666666667,112.28333333333333,54.46666666666667,100.38333333333334
telangana,1997,141.45,87.7,87.83333333333333,30.15,23.466666666666665,71.325
telangana,1998,228.3,75.80000000000001,147.1,12.1,9.133333333333333,91.09166666666667
telangana,1999,178.825,58.875,140.53333333333333,2.966666666666667,3.1,71.96666666666667
telangana,2000,241.325,24.95,174.3,7.266666666666667,6.633333333333334,89.825
telangana,2001,173.6,68.225,105.06666666666666,14.116666666666665,2.8333333333333335,76.85
telangana,2002,152.25,33.125,88.96666666666667,8.016666666666667,9.633333333333333,63.775
telangana,2003,198.625,54.375,144.23333333333332,9.866666666666667,5.333333333333333,80.275
telangana,2004,127.27499999999999,36.5,105.3,15.466666666666667,17.433333333333334,55.59166666666666
telangana,2005,222.15,101.275,178.36666666666667,19.766666666666666,25.433333333333334,96.91666666666667
telangana,2006,215.67499999999998,85.75,106.8,19.333333333333336,0.0,87.74166666666666
telangana,2007,195.025,79.025,106.8,2.2,0.0,70.275
telangana,2008,213.7,44.8,107.06666666666668,25.233333333333334,6.533333333333334,86.275
